ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
49,"Moonika Aava",F,24,168,65,Estonia,EST,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's Javelin Throw",NA
49,"Moonika Aava",F,28,168,65,Estonia,EST,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's Javelin Throw",NA
67,"Mariya Vasilyevna Abakumova (-Tarabina)",F,22,179,80,Russia,RUS,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's Javelin Throw",Silver
67,"Mariya Vasilyevna Abakumova (-Tarabina)",F,26,179,80,Russia,RUS,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's Javelin Throw",NA
88,"Nunu Dzhansuhivna Abashydze (-Myslaieva)",F,25,168,105,"Soviet Union",URS,"1980 Summer",1980,Summer,Moskva,Athletics,"Athletics Women's Shot Put",NA
95,"Georgia Abatzidou",F,35,155,43,Greece,GRE,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's Marathon",NA
169,"Raida Abdallah Bader",F,19,158,49,Jordan,JOR,"1984 Summer",1984,Summer,"Los Angeles",Athletics,"Athletics Women's 3,000 metres",NA
273,"Maizurah Abdul Rahim",F,17,147,50,Brunei,BRU,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's 200 metres",NA
299,"Dana Abdul Razak (Hussain-)",F,22,163,56,Iraq,IRQ,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's 100 metres",NA
299,"Dana Abdul Razak (Hussain-)",F,26,163,56,Iraq,IRQ,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's 100 metres",NA
314,"Rukayatu ""Ruky"" Abdulai",F,22,180,59,Canada,CAN,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's Long Jump",NA
340,"Laye Abdullayeva",F,21,170,47,Azerbaijan,AZE,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's 5,000 metres",NA
397,"Mara Abel Diguez",F,25,163,46,Spain,ESP,"2000 Summer",2000,Summer,Sydney,Athletics,"Athletics Women's 10,000 metres",NA
397,"Mara Abel Diguez",F,29,163,46,Spain,ESP,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's Marathon",NA
410,"Edwige Marie Abna Fouda",F,23,173,61,Cameroon,CMR,"1996 Summer",1996,Summer,Atlanta,Athletics,"Athletics Women's 4 x 100 metres Relay",NA
419,"Majken berg",F,30,170,60,Sweden,SWE,"1948 Summer",1948,Summer,London,Athletics,"Athletics Women's Discus Throw",NA
428,"Elvan Abeylegesse",F,21,159,40,Turkey,TUR,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's 1,500 metres",NA
428,"Elvan Abeylegesse",F,21,159,40,Turkey,TUR,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's 5,000 metres",NA
428,"Elvan Abeylegesse",F,25,159,40,Turkey,TUR,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's 5,000 metres",Silver
428,"Elvan Abeylegesse",F,25,159,40,Turkey,TUR,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's 10,000 metres",NA
441,"Tomomi Abiko",F,24,173,53,Japan,JPN,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's Pole Vault",NA
445,"Endurance Abinuwa",F,24,159,54,Nigeria,NGR,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's 4 x 100 metres Relay",NA
449,"Inga Eduardovna Abitova",F,26,164,58,Russia,RUS,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's 10,000 metres",NA
459,"Bukola Dammy Abogunloko",F,17,170,53,Nigeria,NGR,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's 4 x 400 metres Relay",NA
512,"Shiny Kurisingal Abraham-Wilson",F,19,167,53,India,IND,"1984 Summer",1984,Summer,"Los Angeles",Athletics,"Athletics Women's 800 metres",NA
512,"Shiny Kurisingal Abraham-Wilson",F,19,167,53,India,IND,"1984 Summer",1984,Summer,"Los Angeles",Athletics,"Athletics Women's 4 x 400 metres Relay",NA
512,"Shiny Kurisingal Abraham-Wilson",F,23,167,53,India,IND,"1988 Summer",1988,Summer,Seoul,Athletics,"Athletics Women's 800 metres",NA
512,"Shiny Kurisingal Abraham-Wilson",F,23,167,53,India,IND,"1988 Summer",1988,Summer,Seoul,Athletics,"Athletics Women's 4 x 400 metres Relay",NA
512,"Shiny Kurisingal Abraham-Wilson",F,27,167,53,India,IND,"1992 Summer",1992,Summer,Barcelona,Athletics,"Athletics Women's 800 metres",NA
512,"Shiny Kurisingal Abraham-Wilson",F,31,167,53,India,IND,"1996 Summer",1996,Summer,Atlanta,Athletics,"Athletics Women's 4 x 400 metres Relay",NA
533,"Yelena Vasilyevna Abramchuk (Kopets-)",F,28,182,95,Belarus,BLR,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's Shot Put",NA
551,"Aliyah Abrams",F,19,163,53,Guyana,GUY,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's 400 metres",NA
574,"rika Abril Surez",F,34,164,52,Colombia,COL,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's Marathon",NA
574,"rika Abril Surez",F,38,164,52,Colombia,COL,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's Marathon",NA
587,"Gudrun Maria Abt",F,26,178,61,"West Germany",FRG,"1988 Summer",1988,Summer,Seoul,Athletics,"Athletics Women's 400 metres Hurdles",NA
587,"Gudrun Maria Abt",F,26,178,61,"West Germany",FRG,"1988 Summer",1988,Summer,Seoul,Athletics,"Athletics Women's 4 x 400 metres Relay",NA
601,"Sanna Abubkheet",F,19,157,52,Palestine,PLE,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's 800 metres",NA
604,"Folashade ""Shade"" Abugan",F,17,150,64,Nigeria,NGR,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's 400 metres",NA
604,"Folashade ""Shade"" Abugan",F,17,150,64,Nigeria,NGR,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's 4 x 400 metres Relay",NA
609,"Fartun Abukar Omar",F,18,170,58,Somalia,SOM,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's 100 metres",NA
613,"Kariman Abuljadayel",F,22,180,70,"Saudi Arabia",KSA,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's 100 metres",NA
644,"Claudia Acerenza Marez",F,22,160,55,Uruguay,URU,"1988 Summer",1988,Summer,Seoul,Athletics,"Athletics Women's 100 metres",NA
644,"Claudia Acerenza Marez",F,22,160,55,Uruguay,URU,"1988 Summer",1988,Summer,Seoul,Athletics,"Athletics Women's 200 metres",NA
668,"Gemma Acheampong",F,23,163,54,Ghana,GHA,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's 4 x 100 metres Relay",NA
681,"Janet Achola",F,24,167,52,Uganda,UGA,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's 1,500 metres",NA
691,"Assumpta Achuo-Bei",F,20,159,55,Cameroon,CMR,"1988 Summer",1988,Summer,Seoul,Athletics,"Athletics Women's 400 metres",NA
691,"Assumpta Achuo-Bei",F,20,159,55,Cameroon,CMR,"1988 Summer",1988,Summer,Seoul,Athletics,"Athletics Women's 800 metres",NA
694,"Oliver M. Acii",F,18,167,55,Uganda,UGA,"1988 Summer",1988,Summer,Seoul,Athletics,"Athletics Women's 200 metres",NA
694,"Oliver M. Acii",F,18,167,55,Uganda,UGA,"1988 Summer",1988,Summer,Seoul,Athletics,"Athletics Women's 4 x 100 metres Relay",NA
703,"Marianne ""Marjan"" Ackermans-Thomas",F,26,180,70,Netherlands,NED,"1968 Summer",1968,Summer,"Mexico City",Athletics,"Athletics Women's Pentathlon",NA
709,"Asuncin Acosta Galano",F,18,169,52,Cuba,CUB,"1972 Summer",1972,Summer,Munich,Athletics,"Athletics Women's 400 metres",NA
709,"Asuncin Acosta Galano",F,18,169,52,Cuba,CUB,"1972 Summer",1972,Summer,Munich,Athletics,"Athletics Women's 4 x 400 metres Relay",NA
737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,21,188,66,"United States",USA,"1996 Summer",1996,Summer,Atlanta,Athletics,"Athletics Women's High Jump",NA
737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,25,188,66,"United States",USA,"2000 Summer",2000,Summer,Sydney,Athletics,"Athletics Women's High Jump",NA
737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,29,188,66,"United States",USA,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's High Jump",NA
737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,33,188,66,"United States",USA,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's High Jump",NA
737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,37,188,66,"United States",USA,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's High Jump",NA
771,"Marianne Adam",F,20,183,85,"East Germany",GDR,"1972 Summer",1972,Summer,Munich,Athletics,"Athletics Women's Shot Put",NA
771,"Marianne Adam",F,24,183,85,"East Germany",GDR,"1976 Summer",1976,Summer,Montreal,Athletics,"Athletics Women's Shot Put",NA
833,"Odalys Adams Castillo",F,25,171,59,Cuba,CUB,"1992 Summer",1992,Summer,Barcelona,Athletics,"Athletics Women's 100 metres Hurdles",NA
846,"Valerie Kasanita Adams-Vili (-Price)",F,19,193,120,"New Zealand",NZL,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's Shot Put",NA
846,"Valerie Kasanita Adams-Vili (-Price)",F,23,193,120,"New Zealand",NZL,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's Shot Put",Gold
846,"Valerie Kasanita Adams-Vili (-Price)",F,27,193,120,"New Zealand",NZL,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's Shot Put",Gold
846,"Valerie Kasanita Adams-Vili (-Price)",F,31,193,120,"New Zealand",NZL,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's Shot Put",Silver
862,"Nenita Adan",F,23,160,49,Philippines,PHI,"1988 Summer",1988,Summer,Seoul,Athletics,"Athletics Women's 400 metres Hurdles",NA
889,"Mercy Addy",F,20,161,58,Ghana,GHA,"1984 Summer",1984,Summer,"Los Angeles",Athletics,"Athletics Women's 400 metres",NA
889,"Mercy Addy",F,20,161,58,Ghana,GHA,"1984 Summer",1984,Summer,"Los Angeles",Athletics,"Athletics Women's 4 x 400 metres Relay",NA
889,"Mercy Addy",F,24,161,58,Ghana,GHA,"1988 Summer",1988,Summer,Seoul,Athletics,"Athletics Women's 4 x 100 metres Relay",NA
889,"Mercy Addy",F,32,161,58,Ghana,GHA,"1996 Summer",1996,Summer,Atlanta,Athletics,"Athletics Women's 400 metres",NA
900,"Oluwakemi 'Kemi' Adekoya",F,23,166,63,Bahrain,BRN,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's 400 metres",NA
927,"Margaret Adetutu Adeoye",F,27,162,65,"Great Britain",GBR,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's 200 metres",NA
929,"Berhane Adere Debala",F,22,170,50,Ethiopia,ETH,"1996 Summer",1996,Summer,Atlanta,Athletics,"Athletics Women's 10,000 metres",NA
929,"Berhane Adere Debala",F,27,170,50,Ethiopia,ETH,"2000 Summer",2000,Summer,Sydney,Athletics,"Athletics Women's 10,000 metres",NA
929,"Berhane Adere Debala",F,35,170,50,Ethiopia,ETH,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's Marathon",NA
942,"Moriam Seun Adigun",F,25,153,52,Nigeria,NGR,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's 100 metres Hurdles",NA
950,"Ilana Adir (-Kamarshik)",F,19,165,58,Israel,ISR,"1960 Summer",1960,Summer,Roma,Athletics,"Athletics Women's 100 metres",NA
951,"Evelyn Adiru",F,22,162,50,Uganda,UGA,"1984 Summer",1984,Summer,"Los Angeles",Athletics,"Athletics Women's 800 metres",NA
1024,"Elisngela Maria Adriano",F,23,180,96,Brazil,BRA,"1996 Summer",1996,Summer,Atlanta,Athletics,"Athletics Women's Shot Put",NA
1024,"Elisngela Maria Adriano",F,32,180,96,Brazil,BRA,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's Shot Put",NA
1024,"Elisngela Maria Adriano",F,32,180,96,Brazil,BRA,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's Discus Throw",NA
1024,"Elisngela Maria Adriano",F,36,180,96,Brazil,BRA,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's Discus Throw",NA
1030,"Martha Adusei",F,24,165,64,Canada,CAN,"2000 Summer",2000,Summer,Sydney,Athletics,"Athletics Women's 100 metres",NA
1030,"Martha Adusei",F,24,165,64,Canada,CAN,"2000 Summer",2000,Summer,Sydney,Athletics,"Athletics Women's 4 x 100 metres Relay",NA
1043,"Regula Aebi (-Anliker)",F,22,170,58,Switzerland,SUI,"1988 Summer",1988,Summer,Seoul,Athletics,"Athletics Women's 200 metres",NA
1057,"Sara Aerts",F,28,182,64,Belgium,BEL,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's Heptathlon",NA
1072,"Yelena Aleksandrovna Afanasyeva (Vlasova-)",F,30,164,56,Russia,RUS,"1996 Summer",1996,Summer,Atlanta,Athletics,"Athletics Women's 800 metres",NA
1088,"Olabisi ""Bisi"" Afolabi",F,20,180,62,Nigeria,NGR,"1996 Summer",1996,Summer,Atlanta,Athletics,"Athletics Women's 400 metres",NA
1088,"Olabisi ""Bisi"" Afolabi",F,20,180,62,Nigeria,NGR,"1996 Summer",1996,Summer,Atlanta,Athletics,"Athletics Women's 4 x 400 metres Relay",Silver
1088,"Olabisi ""Bisi"" Afolabi",F,24,180,62,Nigeria,NGR,"2000 Summer",2000,Summer,Sydney,Athletics,"Athletics Women's 400 metres",NA
1088,"Olabisi ""Bisi"" Afolabi",F,24,180,62,Nigeria,NGR,"2000 Summer",2000,Summer,Sydney,Athletics,"Athletics Women's 4 x 400 metres Relay",NA
1096,"Hannah Afriyie",F,20,165,52,Ghana,GHA,"1972 Summer",1972,Summer,Munich,Athletics,"Athletics Women's 100 metres",NA
1096,"Hannah Afriyie",F,20,165,52,Ghana,GHA,"1972 Summer",1972,Summer,Munich,Athletics,"Athletics Women's 200 metres",NA
1133,"Sonya Agbssi",F,19,167,66,Benin,BEN,"1992 Summer",1992,Summer,Barcelona,Athletics,"Athletics Women's Long Jump",NA
1164,"Naroa Agirre Kamio",F,25,177,63,Spain,ESP,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's Pole Vault",NA
1164,"Naroa Agirre Kamio",F,29,177,63,Spain,ESP,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's Pole Vault",NA
1204,"Lindy Brigitte Agricole (Leveau-)",F,34,175,70,Seychelles,SEY,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's Javelin Throw",NA
1209,"Laura Agront Snchez-Pimion (-Hobbs)",F,19,179,57,"Puerto Rico",PUR,"1984 Summer",1984,Summer,"Los Angeles",Athletics,"Athletics Women's High Jump",NA
1234,"Alessandra Aguilar Morn",F,30,165,50,Spain,ESP,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's Marathon",NA
1234,"Alessandra Aguilar Morn",F,34,165,50,Spain,ESP,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's Marathon",NA
1234,"Alessandra Aguilar Morn",F,38,165,50,Spain,ESP,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's Marathon",NA
1242,"Evelis Jazmin Aguilar Torres",F,23,173,64,Colombia,COL,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's Heptathlon",NA
1265,"Yulenmis Aguilar Martnez",F,20,165,66,Cuba,CUB,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's Javelin Throw",NA
1269,"Jessica Carolina Aguilera Aguilera",F,23,167,57,Nicaragua,NCA,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's 100 metres",NA
1310,"Jacqueline Nana A. D. ""Jackie"" Agyepong",F,23,172,63,"Great Britain",GBR,"1992 Summer",1992,Summer,Barcelona,Athletics,"Athletics Women's 100 metres Hurdles",NA
1310,"Jacqueline Nana A. D. ""Jackie"" Agyepong",F,27,172,63,"Great Britain",GBR,"1996 Summer",1996,Summer,Atlanta,Athletics,"Athletics Women's 100 metres Hurdles",NA
1316,"Feta Ahamada",F,21,160,50,Comoros,COM,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's 100 metres",NA
1316,"Feta Ahamada",F,25,160,50,Comoros,COM,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's 100 metres",NA
1319,"Clarice Ahanotu",F,25,165,51,Nigeria,NGR,"1964 Summer",1964,Summer,Tokyo,Athletics,"Athletics Women's 100 metres",NA
1320,"Kelsie Ahbe",F,25,170,63,Canada,CAN,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's Pole Vault",NA
1345,"Maria ""Ria"" Ahlers (-Steenpaal)",F,18,187,68,Netherlands,NED,"1972 Summer",1972,Summer,Munich,Athletics,"Athletics Women's High Jump",NA
1345,"Maria ""Ria"" Ahlers (-Steenpaal)",F,21,187,68,Netherlands,NED,"1976 Summer",1976,Summer,Montreal,Athletics,"Athletics Women's High Jump",NA
1416,"Shamha Ahmed",F,18,150,42,Maldives,MDV,"2000 Summer",2000,Summer,Sydney,Athletics,"Athletics Women's 100 metres",NA
1419,"Zemzem Ahmed Deko",F,23,170,53,Ethiopia,ETH,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase",NA
1438,"Odile Ahouanwanou",F,21,178,71,Benin,BEN,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's 100 metres Hurdles",NA
1439,"Murielle Ahour",F,24,165,58,"Cote d'Ivoire",CIV,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's 100 metres",NA
1439,"Murielle Ahour",F,24,165,58,"Cote d'Ivoire",CIV,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's 200 metres",NA
1439,"Murielle Ahour",F,28,165,58,"Cote d'Ivoire",CIV,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's 100 metres",NA
1439,"Murielle Ahour",F,28,165,58,"Cote d'Ivoire",CIV,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's 200 metres",NA
1447,"Marlene Ahrens Ostertag (-Ebensperger)",F,23,176,70,Chile,CHI,"1956 Summer",1956,Summer,Melbourne,Athletics,"Athletics Women's Javelin Throw",Silver
1447,"Marlene Ahrens Ostertag (-Ebensperger)",F,27,176,70,Chile,CHI,"1960 Summer",1960,Summer,Roma,Athletics,"Athletics Women's Javelin Throw",NA
1462,"Michelle-Lee Raquel Ahye",F,20,160,64,"Trinidad and Tobago",TTO,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's 100 metres",NA
1462,"Michelle-Lee Raquel Ahye",F,20,160,64,"Trinidad and Tobago",TTO,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's 4 x 100 metres Relay",NA
1462,"Michelle-Lee Raquel Ahye",F,24,160,64,"Trinidad and Tobago",TTO,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's 100 metres",NA
1462,"Michelle-Lee Raquel Ahye",F,24,160,64,"Trinidad and Tobago",TTO,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's 200 metres",NA
1462,"Michelle-Lee Raquel Ahye",F,24,160,64,"Trinidad and Tobago",TTO,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's 4 x 100 metres Relay",NA
1477,"Neringa Aidietyt",F,29,177,60,Lithuania,LTU,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's 20 kilometres Walk",NA
1477,"Neringa Aidietyt",F,33,177,60,Lithuania,LTU,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's 20 kilometres Walk",NA
1482,"Ingeborg ""Inge"" Aigner (-Weichert)",F,21,172,67,Austria,AUT,"1964 Summer",1964,Summer,Tokyo,Athletics,"Athletics Women's 100 metres",NA
1482,"Ingeborg ""Inge"" Aigner (-Weichert)",F,21,172,67,Austria,AUT,"1964 Summer",1964,Summer,Tokyo,Athletics,"Athletics Women's 200 metres",NA
1482,"Ingeborg ""Inge"" Aigner (-Weichert)",F,21,172,67,Austria,AUT,"1964 Summer",1964,Summer,Tokyo,Athletics,"Athletics Women's 80 metres Hurdles",NA
1482,"Ingeborg ""Inge"" Aigner (-Weichert)",F,25,172,67,Austria,AUT,"1968 Summer",1968,Summer,"Mexico City",Athletics,"Athletics Women's 80 metres Hurdles",NA
1521,"Amina ""Mina"" At Hammou",F,22,166,52,Morocco,MAR,"2000 Summer",2000,Summer,Sydney,Athletics,"Athletics Women's 800 metres",NA
1521,"Amina ""Mina"" At Hammou",F,26,166,52,Morocco,MAR,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's 800 metres",NA
1522,"Seltana At Hammou",F,24,163,48,Morocco,MAR,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's 800 metres",NA
1527,"Souad At Salem (-Mahour-Bacha)",F,25,158,50,Algeria,ALG,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's 5,000 metres",NA
1527,"Souad At Salem (-Mahour-Bacha)",F,25,158,50,Algeria,ALG,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's 10,000 metres",NA
1527,"Souad At Salem (-Mahour-Bacha)",F,29,158,50,Algeria,ALG,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's Marathon",NA
1527,"Souad At Salem (-Mahour-Bacha)",F,33,158,50,Algeria,ALG,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's Marathon",NA
1527,"Souad At Salem (-Mahour-Bacha)",F,37,158,50,Algeria,ALG,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's Marathon",NA
1539,"Marina Aleksandrovna Aitova (Korzhova-)",F,21,177,58,Kazakhstan,KAZ,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's High Jump",NA
1539,"Marina Aleksandrovna Aitova (Korzhova-)",F,25,177,58,Kazakhstan,KAZ,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's High Jump",NA
1559,"Zita Ajkler",F,25,170,56,Hungary,HUN,"2000 Summer",2000,Summer,Sydney,Athletics,"Athletics Women's Long Jump",NA
1559,"Zita Ajkler",F,29,170,56,Hungary,HUN,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's Long Jump",NA
1563,"Benedicta Ajudua",F,20,155,57,Nigeria,NGR,"2000 Summer",2000,Summer,Sydney,Athletics,"Athletics Women's 4 x 100 metres Relay",NA
1564,"Chioma Ajunwa (-Opara)",F,24,164,57,Nigeria,NGR,"1996 Summer",1996,Summer,Atlanta,Athletics,"Athletics Women's 100 metres",NA
1564,"Chioma Ajunwa (-Opara)",F,24,164,57,Nigeria,NGR,"1996 Summer",1996,Summer,Atlanta,Athletics,"Athletics Women's 4 x 100 metres Relay",NA
1564,"Chioma Ajunwa (-Opara)",F,24,164,57,Nigeria,NGR,"1996 Summer",1996,Summer,Atlanta,Athletics,"Athletics Women's Long Jump",Gold
1567,"Yukiko Akaba",F,28,158,43,Japan,JPN,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's 5,000 metres",NA
1567,"Yukiko Akaba",F,28,158,43,Japan,JPN,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's 10,000 metres",NA
1575,"Stella Akakpo",F,22,166,60,France,FRA,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's 4 x 100 metres Relay",NA
1599,"Meryem (Mirriam Jepchirchir-) Akda (Mayo-)",F,23,171,51,Turkey,TUR,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's 3,000 metres Steeplechase",NA
1606,"Patsy Serafina Akeli",F,25,175,89,Samoa,SAM,"2004 Summer",2004,Summer,Athina,Athletics,"Athletics Women's Javelin Throw",NA
1606,"Patsy Serafina Akeli",F,29,175,89,Samoa,SAM,"2008 Summer",2008,Summer,Beijing,Athletics,"Athletics Women's Javelin Throw",NA
1660,"Nataliya Akhrimenko (-Petrova)",F,25,184,90,"Soviet Union",URS,"1980 Summer",1980,Summer,Moskva,Athletics,"Athletics Women's Shot Put",NA
1660,"Nataliya Akhrimenko (-Petrova)",F,33,184,90,"Soviet Union",URS,"1988 Summer",1988,Summer,Seoul,Athletics,"Athletics Women's Shot Put",NA
1666,"Shabana Akhtar",F,24,160,51,Pakistan,PAK,"1996 Summer",1996,Summer,Atlanta,Athletics,"Athletics Women's Long Jump",NA
1680,"Oyeronke Akindele",F,22,166,55,Nigeria,NGR,"1968 Summer",1968,Summer,"Mexico City",Athletics,"Athletics Women's 100 metres",NA
1680,"Oyeronke Akindele",F,22,166,55,Nigeria,NGR,"1968 Summer",1968,Summer,"Mexico City",Athletics,"Athletics Women's 200 metres",NA
1680,"Oyeronke Akindele",F,22,166,55,Nigeria,NGR,"1968 Summer",1968,Summer,"Mexico City",Athletics,"Athletics Women's 4 x 100 metres Relay",NA
1682,"Morolake Akinosun",F,22,163,61,"United States",USA,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's 4 x 100 metres Relay",Gold
1684,"Omolade ""Lade"" Akinremi",F,21,158,60,Nigeria,NGR,"1996 Summer",1996,Summer,Atlanta,Athletics,"Athletics Women's 400 metres Hurdles",NA
1688,"Mary Akinyemi (-Akinkuowo)",F,25,168,62,Nigeria,NGR,"1980 Summer",1980,Summer,Moskva,Athletics,"Athletics Women's 400 metres",NA
1688,"Mary Akinyemi (-Akinkuowo)",F,25,168,62,Nigeria,NGR,"1980 Summer",1980,Summer,Moskva,Athletics,"Athletics Women's 4 x 400 metres Relay",NA
1696,"Malika Al-Akkaoui",F,24,160,49,Morocco,MAR,"2012 Summer",2012,Summer,London,Athletics,"Athletics Women's 800 metres",NA
1696,"Malika Al-Akkaoui",F,28,160,49,Morocco,MAR,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's 800 metres",NA
1696,"Malika Al-Akkaoui",F,28,160,49,Morocco,MAR,"2016 Summer",2016,Summer,"Rio de Janeiro",Athletics,"Athletics Women's 1,500 metres",NA
1712,"Mavis Akoto",F,22,148,49,Ghana,GHA,"2000 Summer",2000,Summer,Sydney,Athletics,"Athletics Women's 4 x 100 metres Relay",NA
1714,"Ime Akpan",F,24,165,50,Nigeria,NGR,"1996 Summer",1996,Summer,Atlanta,Athletics,"Athletics Women's 100 metres Hurdles",NA
1719,"Maria Helene Akraka (-Henriksson)",F,26,170,55,Sweden,SWE,"1992 Summer",1992,Summer,Barcelona,Athletics,"Athletics Women's 1,500 metres",NA
1732,"Liudmyla Vasylivna Aksenova (Shapovalova-)",F,29,165,58,"Soviet Union",URS,"1976 Summer",1976,Summer,Montreal,Athletics,"Athletics Women's 400 metres",NA
1732,"Liudmyla Vasylivna Aksenova (Shapovalova-)",F,29,165,58,"Soviet Union",URS,"1976 Summer",1976,Summer,Montreal,Athletics,"Athletics Women's 4 x 400 metres Relay",Bronze
1738,"Semra Aksu (-Bayan)",F,22,184,75,Turkey,TUR,"1984 Summer",1984,Summer,"Los Angeles",Athletics,"Athletics Women's 100 metres",NA
